Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/02  23:00:00,783.785163874,95.2893542894,396.780672524,0.0,46.0930336215,124.558693486,417.331059836,385.772008031,14.1616749024,17.3973769025
 08/02  24:00:00,771.50858672,95.2893542894,397.040841356,0.0,46.0930336215,113.312780494,407.477992625,393.102856114,5.66466996096,8.71046654941
 08/03  01:00:00,783.307331581,95.2893542894,409.970137934,0.0,46.0930336215,113.312780494,426.077359764,403.013826253,5.66466996096,17.3988635496
 08/03  02:00:00,790.790841168,95.2893542894,418.238845028,0.0,46.0930336215,113.312780494,426.083769419,411.71064409,5.66466996096,8.70845536772
 08/03  03:00:00,789.844645682,95.2893542894,417.310542603,0.0,46.0930336215,113.312780494,438.764033866,415.70167627,5.66466996096,17.3976876353
 08/03  04:00:00,896.581430728,95.2893542894,435.087021182,0.0,100.150657288,148.969399434,418.33907863,403.96521651,5.66466996096,8.70919215929
 08/03  05:00:00,901.515552279,95.9280334789,443.014802017,0.0,100.150657288,149.894399434,565.428423914,533.867288581,14.1616749024,17.3994604312
 08/03  06:00:00,1113.78189383,100.157266831,433.200835231,0.0,176.471037341,302.612436532,443.206247378,397.484464524,28.3233498048,17.3984330484
 08/03  07:00:00,1220.33997065,103.619681882,411.464117328,0.0,243.2593065,310.10971186,411.716348545,351.678369677,42.4850247072,17.5529541612
 08/03  08:00:00,1243.45105188,105.050991128,390.262400167,0.0,243.2593065,310.10971186,413.221111873,330.128319823,56.6466996096,26.4460924411
 08/03  09:00:00,1266.55266069,106.307087628,377.73619987,0.0,243.2593065,302.612436532,391.971877487,314.094727847,42.4850247072,35.3921249327
 08/03  10:00:00,1265.75955222,107.498017443,367.289404782,0.0,243.2593065,310.10971186,407.63671677,301.241979133,70.808374512,35.5863631246
 08/03  11:00:00,1266.65514272,108.764487925,365.816422566,0.0,243.2593065,310.10971186,411.417115112,296.035889807,70.808374512,44.5728507932
 08/03  12:00:00,1211.4969746,110.362898713,351.559352384,0.0,243.2593065,310.10971186,374.024062488,276.611693326,70.808374512,26.6039946501
 08/03  13:00:00,1230.52098621,111.972198203,337.229551841,0.0,243.2593065,302.612436532,347.139018256,245.93486521,56.6466996096,44.5574534371
 08/03  14:00:00,1232.96203315,113.642605344,338.26099904,0.0,243.2593065,302.612436532,312.850436163,234.782482377,42.4850247072,35.5829290782
 08/03  15:00:00,1236.24788283,115.845433512,338.979129625,0.0,243.2593065,302.612436532,307.713704779,215.545995659,56.6466996096,35.5210095108
 08/03  16:00:00,1246.78829279,117.762082311,340.601295439,0.0,243.2593065,310.10971186,325.097922065,204.794304443,84.9700494144,35.3335682074
 08/03  17:00:00,1254.25937654,120.495350642,343.526865162,0.0,243.2593065,310.10971186,300.071755364,197.600169492,84.9700494144,17.5015364581
 08/03  18:00:00,954.722245296,95.2893542894,338.895851887,0.0,166.938926447,199.110933808,314.763520815,212.349180183,84.9700494144,17.4442912169
 08/03  19:00:00,961.875906044,95.2893542894,351.162857937,0.0,166.938926447,191.61365848,333.838916115,259.749629707,56.6466996096,17.442586798
 08/03  20:00:00,866.669979535,95.2893542894,379.880734321,0.0,100.150657288,124.558693486,398.409189968,333.028574339,56.6466996096,8.73391601963
 08/03  21:00:00,836.810389047,95.2893542894,381.661844247,0.0,100.150657288,124.558693486,407.087154651,347.198343827,42.4850247072,17.4037861164
 08/03  22:00:00,775.850563288,95.2893542894,389.038477786,0.0,46.0930336215,124.558693486,417.481934347,371.760640439,28.3233498048,17.397944103
 08/03  23:00:00,793.420294032,95.2893542894,407.496381776,0.0,46.0930336215,124.558693486,412.221000602,389.349995202,14.1616749024,8.70933049785
 08/03  24:00:00,793.186071338,95.2893542894,420.981601521,0.0,46.0930336215,113.312780494,424.692164968,401.628006768,5.66466996096,17.3994882388
 08/04  01:00:00,812.926892973,95.2893542894,442.621826983,0.0,46.0930336215,113.312780494,425.623885872,411.249111085,5.66466996096,8.71010482606
 08/04  02:00:00,818.919922985,95.2893542894,449.558605575,0.0,46.0930336215,113.312780494,440.893197763,417.830320158,5.66466996096,17.3982076442
 08/04  03:00:00,817.218967561,95.2893542894,447.877721462,0.0,46.0930336215,113.312780494,436.278020902,421.905198142,5.66466996096,8.70815279945
 08/04  04:00:00,916.710772028,95.2893542894,454.695227523,0.0,100.150657288,148.969399434,430.617588424,407.553170222,5.66466996096,17.3997482412
 08/04  05:00:00,905.309098894,96.1153867717,445.088310438,0.0,100.150657288,149.894399434,556.008311232,533.13776257,14.1616749024,8.70887375899
 08/04  06:00:00,1110.22841401,100.558957701,427.922011188,0.0,176.471037341,302.612436532,441.825268867,396.103248821,28.3233498048,17.3986702411
 08/04  07:00:00,1228.8562555,104.287381403,420.102604421,0.0,243.2593065,310.10971186,422.517247109,353.710485957,42.4850247072,26.3217364449
 08/04  08:00:00,1256.83699524,105.80628624,404.261779346,0.0,243.2593065,310.10971186,416.16214073,333.065707659,56.6466996096,26.4497334612
 08/04  09:00:00,1278.07976188,107.016200591,389.966812053,0.0,243.2593065,302.612436532,387.728950275,318.699548067,42.4850247072,26.5443775015
 08/04  10:00:00,1290.44872903,108.164011234,394.183758771,0.0,243.2593065,310.10971186,427.160682895,311.866616757,70.808374512,44.4856916256
 08/04  11:00:00,1274.80009305,109.475751536,374.678295658,0.0,243.2593065,310.10971186,408.320594278,301.870235454,70.808374512,35.6419843114
 08/04  12:00:00,1218.29071479,110.977394944,357.120344827,0.0,243.2593065,310.10971186,392.279493219,286.004478804,70.808374512,35.4666399033
