Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/04  18:00:00,367.76871749,71.3212455389,0.0,0.0,220.879908,53.238744,424.241715307,383.808244521,4.83426,35.5992107863
 01/04  19:00:00,367.731826421,71.3212455389,0.0,0.0,220.879908,53.238744,274.378530835,232.368773637,4.83426,37.1754971981
 01/04  20:00:00,370.462545743,71.3212455389,2.16952297431,0.0,220.879908,53.238744,212.35783943,191.552076596,4.83426,15.9715028347
 01/04  21:00:00,384.277796018,71.3212455389,15.4727454259,0.0,220.879908,53.238744,165.922383568,152.405066426,4.83426,8.68305714172
 01/04  22:00:00,118.059099353,0.0,0.0,0.0,43.513341876,52.539744,13.5172266371,0.0,4.83426,8.68296663709
 01/04  23:00:00,117.763297844,0.0,0.0,0.0,43.513341876,52.539744,13.4798043789,0.0,4.83426,8.64554437886
 01/04  24:00:00,118.704097953,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/05  01:00:00,117.754381122,0.0,0.0,0.0,43.513341876,52.539744,13.4540387336,0.0,4.83426,8.61977873362
 01/05  02:00:00,117.733800083,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/05  03:00:00,117.742031017,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/05  04:00:00,117.736663218,0.0,0.0,0.0,43.513341876,52.539744,13.4542535349,0.0,4.83426,8.61999353493
 01/05  05:00:00,118.163005339,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/05  06:00:00,118.129699509,0.0,0.0,0.0,43.513341876,52.539744,4.85426,0.0,4.83426,0.02
 01/05  07:00:00,190.415728846,71.3212455389,0.0,0.0,43.513341876,53.238744,872.791255914,867.936995914,4.83426,0.02
 01/05  08:00:00,367.963502096,71.3212455389,0.0,0.0,220.879908,53.238744,758.990794602,727.787936803,4.83426,26.3685977988
 01/05  09:00:00,442.39545734,71.3212455389,0.00135442252592,0.0,220.879908,145.652643033,587.253091044,515.584793097,36.25695,35.4113479474
 01/05  10:00:00,442.443584115,71.3212455389,0.0,0.0,220.879908,145.652643033,593.986342184,512.964927207,36.25695,44.7644649769
 01/05  11:00:00,448.471947367,71.3212455389,0.00115338452346,0.0,220.879908,151.653867033,612.034181435,518.858543061,48.3426,44.8330383748
 01/05  12:00:00,449.418013757,71.3783966289,0.0,0.0,220.879908,151.653867033,476.586888483,383.241486218,48.3426,45.0028022645
 01/05  13:00:00,448.698990875,71.5859270348,0.0,0.0,220.879908,151.653867033,442.290415856,339.760631439,48.3426,54.1871844164
 01/05  14:00:00,442.686952739,71.5451965036,0.0,0.0,220.879908,145.652643033,463.015364888,384.561396991,24.1713,54.2826678976
 01/05  15:00:00,442.885512327,71.7561199994,0.0,0.0,220.879908,145.652643033,450.43821655,381.481185949,24.1713,44.7857306003
 01/05  16:00:00,435.051435785,71.7810100332,0.0,0.0,220.879908,137.835547516,410.693836048,360.992004481,4.83426,44.8675715675
