Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/13  23:00:00,74.2031239604,21.7175920836,12.1254747821,0.0,4.12243109448,15.9888894789,102.362657375,99.3709269571,2.97173041782,0.02
 03/13  24:00:00,66.9124440107,17.7240989754,9.5801264524,0.776237490905,4.12243109448,15.9888894789,83.4475809628,80.455850545,2.97173041782,0.02
 03/14  01:00:00,75.4688074491,22.592655355,12.3547959387,2.47940631494,4.12243109448,15.9888894789,103.725854153,100.734123735,2.97173041782,0.02
 03/14  02:00:00,69.363640023,18.7741749011,10.037343826,4.49481530155,4.12243109448,15.9888894789,83.9644044548,80.972674037,2.97173041782,0.02
 03/14  03:00:00,82.1892059052,23.9052502621,13.0779099386,8.51788860441,4.12243109448,15.9888894789,105.14081598,102.149085562,2.97173041782,0.02
 03/14  04:00:00,96.9297825447,26.498642136,15.3265715328,1.16369719777,12.3672932834,24.9413748627,119.262062885,114.289178855,4.9528840297,0.02
 03/14  05:00:00,138.945098461,28.2879957011,17.9788930129,37.6132934703,12.3672932834,24.9413748627,187.471673506,182.498789476,4.9528840297,0.02
 03/14  06:00:00,187.27363634,28.7722032893,17.5842913136,27.9213950926,24.7345865669,70.7195625826,152.441723815,142.515955756,9.90576805939,0.02
 03/14  07:00:00,203.975101749,28.8234752997,17.3221519975,20.0655070756,37.1018798503,92.3937384068,132.844294105,122.918526045,9.90576805939,0.02
 03/14  08:00:00,206.408891504,28.857879699,17.3239518196,17.9528062052,37.1018798503,104.434947198,135.834592433,117.302204297,9.90576805939,8.62662007613
 03/14  09:00:00,216.934080904,28.8832996826,17.3281622648,16.4644986838,37.1018798503,116.476155989,124.213901213,114.288133154,9.90576805939,0.02
 03/14  10:00:00,214.824008357,28.9129841797,17.332895462,14.319298976,37.1018798503,116.476155989,129.627920277,111.086931692,9.90576805939,8.63522052576
 03/14  11:00:00,214.823576564,28.9414137318,17.8625140932,12.0189148849,37.1018798503,116.476155989,117.648786257,107.723018198,9.90576805939,0.02
 03/14  12:00:00,204.011025646,28.9770956045,18.7547618999,10.0549215162,37.1018798503,104.434947198,123.363594584,104.825807485,9.90576805939,8.63201903993
 03/14  13:00:00,214.049585875,29.0179551878,19.1306485574,8.63123154872,37.1018798503,116.476155989,112.870304542,102.944536482,9.90576805939,0.02
 03/14  14:00:00,214.733231784,29.0520346881,19.1304665125,7.54700583974,37.1018798503,116.476155989,119.826056317,101.285090647,9.90576805939,8.63519761083
 03/14  15:00:00,213.820850784,29.084494161,19.1316703942,6.59745211602,37.1018798503,116.476155989,109.945236628,100.019468569,9.90576805939,0.02
 03/14  16:00:00,210.862026438,29.1079603091,18.6059155124,6.0695910521,37.1018798503,116.476155989,108.92584503,99.000076971,9.90576805939,0.02
